35,55,44,49,24,32,20,78,64,96,38,95,16,10,60,76,64,67,46,85,28,43,29,60,92,85,20,31,53,69,7,36,87,33,88,95,57,14,40,0,20,46,45,27,89,88,7,40,15,98,44,51,54,65,22,69,48,90,5,12,62,70,41,57,49,92,74,88,25,69,39,45,5,32,71,66,38,47,0,89,11,46,32,37,13,39,0,99,75,52,32,97,85,59,62,32,19,21,26,38
41,57,84,33,72,21,56,2,48,46,73,68,50,37,11,63,53,87,28,95,29,50,45,79,87,44,12,9,12,28,18,26,87,8,91,0,59,86,0,46,75,11,91,40,46,93,64,73,98,15,77,13,83,82,28,21,19,97,20,4,77,47,70,19,59,32,24,62,99,45,96,98,94,49,25,1,93,13,71,31,82,38,2,85,65,62,35,86,37,53,21,17,92,20,25,11,14,17,76,62
67,45,18,7,17,85,79,78,42,85,7,96,50,88,91,36,78,56,5,7,52,94,36,43,12,60,83,6,40,86,11,74,41,95,9,83,66,77,30,83,79,7,59,15,50,92,87,87,59,36,71,54,8,88,41,81,77,72,8,31,50,47,60,63,20,70,69,72,0,80,43,16,3,77,44,35,94,48,23,50,72,1,21,5,91,72,95,35,62,72,85,91,35,2,50,89,57,86,28,20
46,81,27,45,47,58,54,52,68,64,27,17,25,59,31,56,17,15,35,55,7,86,10,44,97,72,51,3,62,74,29,67,82,49,51,25,87,23,92,49,2,58,56,10,67,63,97,59,76,66,36,50,60,42,13,79,12,46,3,5,94,14,47,58,26,56,94,61,97,78,0,58,57,28,32,94,62,76,73,77,1,33,31,30,58,8,46,91,33,62,55,38,95,5,80,96,14,68,94,78
48,37,80,87,46,67,36,64,12,7,59,79,64,37,4,17,92,24,71,32,40,54,13,10,23,92,65,46,96,68,51,32,32,26,93,11,22,48,63,27,29,58,77,87,5,43,52,0,80,78,4,32,86,69,93,52,54,78,20,72,45,3,67,73,55,72,74,0,58,36,70,34,74,20,75,91,53,63,46,28,72,19,60,72,71,82,8,73,70,59,51,99,72,24,39,31,69,8,22,32
6,63,71,16,92,33,94,31,63,45,79,27,79,22,24,30,38,90,4,62,82,57,57,60,86,15,99,7,38,40,55,71,30,90,0,96,92,47,40,17,34,95,97,30,18,5,60,96,90,83,16,62,67,21,78,51,86,90,74,3,58,72,75,8,63,2,61,48,13,30,58,99,39,86,38,30,40,82,1,82,26,86,9,47,58,59,13,21,48,57,15,72,95,21,28,16,53,62,68,16
51,72,11,23,29,15,61,93,19,9,43,60,27,55,50,17,21,1,34,86,6,42,36,40,22,36,37,7,1,61,36,22,3,65,28,85,95,62,13,2,98,87,70,95,14,38,53,55,82,50,46,90,86,13,89,72,7,11,98,9,68,24,51,3,4,16,94,55,99,45,9,96,62,68,5,22,13,13,50,87,12,85,80,53,99,47,91,36,20,93,57,81,98,54,20,69,99,45,80,40
96,74,86,38,47,0,95,90,24,1,2,80,81,56,74,42,75,39,50,32,19,8,31,41,23,35,77,63,75,19,33,93,30,45,60,55,70,63,65,51,1,22,31,50,4,3,96,28,17,39,18,10,83,13,9,81,45,38,0,18,85,47,35,76,95,2,85,80,10,96,3,22,17,21,13,92,88,56,65,9,96,4,18,71,94,7,65,27,68,54,78,84,2,84,5,15,36,65,43,89
76,64,8,17,19,50,86,34,42,22,55,54,53,1,76,92,14,13,8,20,44,40,1,81,15,68,56,69,3,88,2,5,10,52,58,62,46,10,91,42,89,19,79,37,97,92,39,95,3,58,15,87,76,8,17,51,75,62,8,86,88,15,86,99,71,1,54,24,91,61,21,63,35,96,60,14,41,33,45,45,83,9,10,38,67,72,88,98,12,22,56,91,75,52,55,22,58,90,10,73
61,2,49,74,51,14,35,48,15,0,80,70,32,31,20,70,17,3,30,67,47,25,0,91,94,87,78,22,58,10,68,19,87,71,54,43,88,67,1,30,72,43,78,21,78,27,14,63,17,68,56,23,7,85,63,93,25,60,65,48,68,0,19,5,63,60,70,17,74,81,94,17,56,16,79,22,10,66,86,50,81,42,82,52,13,98,23,92,65,95,67,3,52,94,40,39,89,92,86,19
35,48,62,15,30,97,36,27,22,30,54,25,26,28,79,19,90,58,38,41,53,75,46,22,5,51,46,6,44,80,39,88,28,20,73,89,49,9,41,88,32,35,40,19,31,23,86,45,31,60,45,34,44,98,11,29,51,14,59,22,17,96,67,60,70,86,88,74,80,34,8,21,52,63,87,54,92,91,88,46,79,40,58,18,16,55,48,72,82,32,53,67,2,99,17,21,20,2,58,31
80,78,89,76,78,20,80,85,8,61,33,73,75,85,49,32,59,79,77,90,26,40,52,39,69,4,13,11,79,98,87,19,58,90,38,97,24,22,41,94,71,34,0,7,38,49,89,95,78,98,33,69,26,80,39,96,69,68,37,63,18,28,78,77,16,86,77,66,44,22,76,15,38,74,69,84,31,24,85,30,53,90,26,67,57,67,58,55,76,10,36,68,42,54,70,93,34,79,23,38
53,47,70,47,34,5,19,60,70,30,0,91,36,62,43,50,24,3,20,69,20,62,99,35,12,64,44,58,66,5,43,39,48,27,92,27,0,70,36,14,81,48,29,18,29,14,18,8,37,13,47,43,40,72,13,40,55,6,80,21,79,11,44,84,23,40,92,9,2,82,31,82,76,78,93,11,80,84,12,92,76,68,71,81,59,9,79,96,10,38,36,64,21,99,30,46,27,87,51,33
70,31,97,80,30,90,51,39,63,45,77,21,80,16,50,79,49,6,56,56,83,94,66,40,83,6,9,71,69,41,24,4,98,98,44,45,18,22,56,64,94,43,54,44,73,24,69,75,85,91,12,45,87,85,74,94,47,96,63,12,83,67,84,5,55,22,78,26,79,92,95,33,46,84,6,97,48,98,32,38,91,57,33,44,73,56,53,72,56,29,5,93,18,52,19,38,32,65,29,17
38,43,24,86,52,94,24,27,71,3,78,43,40,42,45,81,45,56,45,2,0,36,69,97,23,61,34,62,17,35,21,69,68,55,6,71,88,31,30,44,73,39,83,41,82,53,8,73,24,62,38,86,39,33,22,98,19,98,16,24,98,94,98,80,84,36,29,53,75,1,62,29,31,79,71,3,91,10,19,66,23,62,45,10,16,66,87,36,16,95,22,96,49,0,61,12,60,68,28,26
30,80,6,46,85,51,84,12,72,55,60,20,74,65,31,85,77,22,7,77,25,29,52,49,38,58,52,3,33,46,18,42,50,94,8,78,13,90,79,89,85,55,26,45,41,21,7,30,39,10,90,55,57,17,56,6,92,12,48,9,83,63,40,86,84,87,31,34,23,63,23,34,74,7,80,52,58,49,3,61,97,43,69,44,76,99,14,52,68,38,4,89,83,3,66,43,82,26,97,71
73,77,97,94,11,43,50,31,92,50,76,55,62,41,11,21,26,83,16,63,91,43,95,52,99,48,73,50,85,38,1,52,39,4,11,19,85,22,58,72,46,7,18,98,99,22,39,99,38,82,62,79,85,72,3,57,43,38,46,57,19,55,47,45,93,76,76,97,48,33,69,32,52,66,75,18,33,5,69,55,78,15,53,78,22,54,71,54,71,5,90,76,63,33,70,0,92,13,80,55
50,3,43,77,43,57,30,69,60,63,27,34,13,91,13,22,57,2,73,70,57,14,50,87,22,34,95,17,9,25,87,92,54,82,23,6,59,12,6,66,66,64,41,79,69,89,60,38,22,76,5,5,85,1,84,40,71,78,56,61,1,34,8,95,47,82,32,61,40,64,84,15,71,61,75,74,21,81,5,17,79,33,6,14,73,15,5,70,7,44,0,71,80,11,8,28,67,90,82,95
65,79,7,8,76,90,49,22,35,65,80,34,55,91,36,78,4,31,65,86,41,11,94,74,61,5,5,73,22,35,90,66,15,41,74,53,39,55,4,85,37,99,38,64,0,74,43,65,84,30,87,70,70,75,8,93,90,25,47,38,64,55,18,67,97,88,61,59,25,65,36,97,57,45,62,29,94,33,23,68,83,85,99,42,66,42,72,44,84,44,10,31,70,33,37,56,40,26,46,96
49,80,47,74,25,59,48,79,4,19,16,48,39,73,50,28,18,17,55,38,66,94,70,63,7,7,46,36,60,60,26,76,1,98,34,18,86,84,21,35,20,20,93,35,49,29,58,36,68,86,76,66,35,0,32,72,87,45,77,70,13,35,34,98,49,53,71,29,8,45,51,11,43,82,69,91,99,87,96,37,78,41,72,40,47,52,22,13,10,17,29,83,81,53,94,27,14,57,34,51
64,8,67,91,45,93,53,98,87,69,35,86,0,22,86,39,1,39,35,78,0,83,17,2,70,53,95,71,88,94,57,96,8,7,19,46,93,43,89,12,4,45,1,36,99,40,94,68,31,83,78,15,13,32,79,90,43,66,84,74,31,93,94,30,77,3,17,83,13,16,38,54,63,85,24,67,39,55,70,90,64,79,44,22,12,55,57,98,14,28,87,93,87,69,50,74,6,5,75,82
83,94,99,83,51,92,63,52,46,58,71,79,62,2,1,29,36,87,11,59,90,93,14,29,82,5,24,1,96,57,71,39,11,99,14,92,55,59,47,35,57,33,2,71,32,1,70,89,30,93,88,29,7,95,29,77,20,73,49,66,6,34,37,87,97,9,52,49,12,87,55,40,19,88,89,30,62,17,46,1,68,80,42,31,19,74,62,29,51,26,76,82,8,69,6,14,24,99,0,5
44,96,80,62,21,31,13,56,23,64,76,80,42,87,80,83,15,0,62,62,94,86,56,37,14,88,26,89,66,52,88,95,18,0,68,2,18,96,75,93,79,26,12,9,23,61,28,75,35,14,77,87,81,5,79,38,84,55,77,92,66,93,24,72,57,8,93,88,95,70,75,9,53,93,5,49,30,96,40,67,41,79,60,52,66,45,99,62,94,89,68,87,87,57,37,26,11,36,26,39
7,71,93,6,87,42,6,40,25,98,53,32,6,58,73,47,20,87,50,23,87,30,8,22,92,22,62,45,34,31,97,9,79,71,39,82,6,45,58,43,87,3,86,5,25,97,91,53,94,70,73,20,81,17,75,74,94,41,47,37,87,65,70,3,45,6,52,58,20,16,38,33,91,16,94,94,69,97,5,1,11,83,96,72,11,99,90,40,55,5,17,58,75,65,65,83,34,99,34,26
15,32,55,32,78,72,7,16,92,72,44,9,96,49,64,21,72,82,83,86,25,50,31,56,24,18,8,13,88,5,46,67,0,79,89,63,13,45,73,68,53,42,93,68,56,91,78,55,96,78,1,18,61,8,73,39,21,21,86,30,44,68,38,0,55,88,21,58,46,0,82,35,99,42,23,53,24,57,83,67,43,22,11,83,62,44,89,42,45,37,62,91,99,90,28,55,67,18,97,29
92,26,75,51,50,61,88,76,1,77,97,39,26,88,46,56,71,34,19,77,7,91,20,23,66,40,67,92,37,35,11,99,26,95,78,95,81,28,99,11,48,10,72,36,34,97,19,71,35,74,89,37,83,62,95,82,96,90,16,87,3,4,88,19,9,99,43,89,70,33,70,54,50,57,91,28,23,33,98,65,12,27,18,56,0,64,30,16,3,38,2,78,27,40,26,52,55,70,96,18
72,40,65,24,3,86,35,62,30,34,50,29,12,37,1,24,81,57,34,68,25,55,37,10,52,33,94,74,2,31,62,71,36,20,18,2,79,90,96,15,74,67,78,95,74,9,1,17,58,44,94,10,91,60,37,53,38,55,50,0,29,11,18,9,71,52,37,76,47,2,72,45,21,65,26,63,85,3,77,2,32,64,95,77,81,8,17,89,10,79,36,51,95,21,23,20,10,49,86,95
4,48,9,63,83,57,29,88,57,84,46,82,9,65,99,82,29,92,69,24,63,95,49,49,11,6,0,82,13,73,49,26,91,89,2,42,77,18,56,62,95,52,71,90,32,4,19,90,4,78,45,23,12,24,93,67,92,56,97,92,95,3,30,65,85,14,65,47,22,9,80,41,52,3,73,86,5,1,29,38,10,39,98,8,14,2,0,4,78,60,7,64,12,36,40,68,89,8,87,76
49,32,23,91,21,51,72,4,78,69,46,76,26,50,96,86,58,89,3,73,48,52,77,73,45,93,97,76,80,22,64,87,98,67,91,19,22,20,18,17,90,91,57,56,65,68,8,94,46,70,95,62,84,61,92,75,57,96,24,28,14,40,32,86,17,23,78,1,12,23,21,14,15,71,54,44,41,65,15,52,98,97,91,67,42,85,95,88,46,20,83,85,13,42,86,3,80,21,89,92
23,8,54,8,11,43,9,10,13,33,94,3,87,16,53,30,16,22,37,65,18,63,35,79,65,89,13,82,17,39,3,4,87,10,57,16,43,5,96,96,28,45,26,40,41,64,73,33,2,71,0,6,17,98,80,18,68,10,68,19,63,89,12,18,17,26,44,48,14,28,74,22,55,91,81,73,69,41,17,33,15,51,59,71,94,40,18,46,72,66,83,67,92,47,14,37,37,31,27,61
34,58,38,31,45,83,27,18,67,33,53,58,61,10,68,31,84,11,43,28,37,78,7,18,96,57,84,22,50,53,43,14,21,28,11,21,40,16,86,37,45,0,51,52,60,9,94,36,96,23,0,21,4,64,53,41,47,75,82,68,28,33,20,47,67,94,80,38,13,74,6,33,69,55,17,63,73,86,21,85,11,97,90,23,7,40,0,92,59,47,1,36,84,64,96,59,15,5,29,22
68,59,76,53,75,6,85,58,31,29,74,45,88,51,79,17,1,48,24,42,98,56,58,16,8,27,30,15,35,18,56,27,28,91,29,80,73,91,35,56,86,14,14,75,28,76,16,79,21,92,90,18,2,58,82,32,43,71,44,96,92,61,11,76,81,87,79,10,29,55,19,77,89,49,8,56,27,25,97,36,98,40,82,3,13,69,16,61,71,51,15,9,49,6,72,37,68,94,42,2
17,63,39,23,87,0,52,12,85,56,77,15,95,90,44,22,96,13,68,61,93,22,58,84,33,84,19,53,30,10,64,8,9,59,18,27,78,6,96,77,21,35,84,55,88,96,77,49,48,60,23,82,1,98,66,57,73,33,44,49,49,26,63,31,12,26,11,95,8,23,5,86,68,95,91,31,11,53,32,9,53,71,75,94,72,26,71,23,83,86,50,59,60,16,85,5,79,96,37,22
27,68,81,16,3,50,23,85,80,87,6,72,40,5,1,30,97,56,79,35,68,83,56,52,85,98,76,94,26,34,64,6,20,60,85,33,73,65,72,85,35,68,34,33,67,67,34,40,41,9,9,29,81,50,23,35,85,89,29,13,81,1,4,98,26,34,4,66,17,15,96,89,17,24,76,23,84,56,84,97,64,55,87,0,1,86,64,45,31,38,6,11,76,73,33,76,16,65,8,91
64,1,66,73,58,70,7,44,83,87,2,84,79,47,36,95,28,3,3,56,63,51,40,72,16,69,2,38,27,92,68,30,34,23,21,26,69,15,0,17,8,32,54,72,59,23,55,20,93,45,35,93,35,60,36,59,11,87,2,73,74,11,87,97,11,10,50,1,3,43,29,96,39,23,86,53,49,56,1,98,73,12,96,47,46,35,91,22,79,93,90,8,76,39,52,46,6,52,67,56
76,46,19,21,22,17,56,45,90,99,63,58,14,12,72,98,3,57,10,28,35,64,53,77,0,80,20,25,93,15,79,77,84,52,10,29,38,63,32,99,99,53,69,3,62,45,72,23,82,29,42,64,3,95,33,29,6,1,89,16,33,28,65,17,66,27,84,52,72,67,33,31,8,79,26,82,27,62,17,57,6,6,70,96,25,80,87,76,99,59,44,22,36,73,79,74,37,90,25,94
66,69,87,79,20,88,43,76,86,43,88,71,18,21,39,80,1,61,7,85,96,58,43,62,49,55,65,7,49,41,66,43,39,88,1,0,88,18,33,42,19,8,95,48,94,63,31,15,54,99,17,64,62,28,60,62,48,26,59,56,92,5,84,48,19,93,54,87,90,90,7,3,3,11,30,39,89,57,54,10,34,47,81,55,4,59,33,50,85,23,56,25,68,44,88,41,18,39,16,61
26,83,63,17,50,93,55,24,24,51,54,50,56,56,62,28,82,78,71,38,20,46,53,69,4,13,3,84,73,73,48,93,3,6,13,67,17,2,1,70,64,42,52,15,59,77,22,66,37,22,78,44,72,63,8,90,44,87,72,27,68,15,78,95,96,9,96,50,92,82,74,28,41,38,25,32,99,24,54,66,75,96,36,26,81,45,34,41,67,80,96,73,22,25,6,17,11,34,64,80
20,3,8,73,70,22,19,0,93,84,27,72,35,66,44,99,64,15,14,23,43,31,14,66,87,9,50,69,58,85,96,78,62,16,59,13,37,11,97,1,61,52,54,1,22,69,56,2,11,92,97,56,90,38,15,6,20,16,82,25,78,71,68,88,68,61,33,58,35,25,0,80,15,68,74,36,49,90,16,87,18,30,79,65,54,71,79,8,37,4,39,63,34,66,90,6,50,96,42,19
42,15,47,77,30,73,80,21,55,73,6,91,84,5,60,97,5,62,81,6,53,32,85,57,65,51,83,14,40,76,58,94,24,46,92,38,73,23,51,76,47,91,96,8,12,18,40,3,5,17,7,6,15,93,2,19,92,7,99,23,74,18,81,27,36,16,66,18,63,41,60,87,33,84,88,62,54,67,20,36,6,13,25,19,53,65,66,17,41,98,69,80,4,64,84,62,58,94,84,15
52,6,52,9,58,87,50,13,94,30,17,77,8,24,59,74,84,66,80,95,4,89,24,69,36,65,99,90,88,20,3,90,44,55,16,41,66,21,9,64,11,3,38,93,9,26,99,48,87,74,39,93,25,76,86,82,82,78,53,30,22,42,88,9,6,23,80,28,29,91,88,14,61,1,60,52,90,59,90,85,34,60,49,51,6,33,57,56,14,79,3,63,87,59,67,72,80,37,50,54
0,19,58,52,2,21,12,15,94,53,81,87,76,87,50,18,27,98,98,39,44,91,27,33,55,88,61,55,41,1,3,31,29,12,0,98,92,72,91,85,65,10,98,25,13,22,82,0,12,85,36,11,50,35,27,16,21,45,56,19,78,4,49,68,61,98,26,84,20,24,54,40,1,26,23,36,5,28,44,14,70,71,84,90,27,75,17,74,88,50,92,20,5,19,3,94,26,73,48,85
89,36,45,77,43,95,88,53,18,78,20,69,7,72,46,29,51,16,88,28,77,58,55,24,58,72,54,64,46,80,86,39,60,76,1,10,49,47,24,62,1,28,39,89,84,90,44,10,17,13,13,7,83,56,32,98,94,16,81,71,18,42,45,76,16,65,97,10,59,43,43,20,27,11,43,55,62,32,19,57,21,85,85,23,52,33,49,44,26,77,12,46,50,7,53,84,41,16,69,64
64,27,96,7,37,80,86,18,45,88,29,24,17,69,15,28,21,6,69,53,18,27,85,91,0,61,56,58,61,51,46,43,62,76,77,71,24,95,8,11,53,32,25,95,58,80,21,71,19,22,80,52,70,11,54,37,0,68,20,46,46,71,60,14,1,74,53,85,36,2,69,50,3,61,91,48,4,96,32,76,56,36,42,51,20,79,35,93,94,74,26,58,61,6,86,92,54,56,15,1
